idx,seed,dataset,acc,esp_acc
1268,999,cifar10,90.19,89.08
80,999,cifar10,92.13,91.92
1255,888,cifar10,93.02,92.88
103,999,cifar10,92.40,91.97
185,888,cifar10,90.72,9.43
1001,999,cifar10,89.54,88.35
494,777,cifar10,79.08,65.62
230,999,cifar10,89.33,17.04
458,888,cifar10,92.40,91.43
635,777,cifar10,75.83,58.00
934,999,cifar10,74.60,16.83
1298,777,cifar10,92.04,17.26
1357,999,cifar10,90.83,89.95
610,888,cifar10,92.18,91.38
58,999,cifar10,60.28,10.94
272,999,cifar10,91.37,89.74
820,888,cifar10,90.64,82.41
2,999,cifar10,85.86,32.19
667,999,cifar10,91.40,90.63
1175,888,cifar10,91.40,90.20
854,888,cifar10,90.92,68.91
1369,999,cifar10,86.95,53.12
240,777,cifar10,79.63,50.35
448,999,cifar10,92.23,91.68
372,777,cifar10,92.99,92.81
518,999,cifar10,91.81,91.52
587,888,cifar10,93.85,93.52
722,888,cifar10,93.81,93.65
359,888,cifar10,88.38,86.72
1243,777,cifar10,89.19,88.65
115,777,cifar10,90.16,79.08
328,999,cifar10,92.17,92.21
251,999,cifar10,86.69,82.62
1380,999,cifar10,88.49,87.93
1311,888,cifar10,80.10,26.77
533,777,cifar10,88.41,10.00
1128,999,cifar10,91.19,89.67
1086,999,cifar10,93.10,92.92
1107,777,cifar10,74.99,59.97
160,999,cifar10,86.37,70.84
689,999,cifar10,92.81,92.59
392,999,cifar10,92.22,39.00
980,888,cifar10,91.26,87.65
901,888,cifar10,80.87,48.70
1288,999,cifar10,92.37,62.06
293,999,cifar10,92.89,92.64
136,888,cifar10,92.07,91.76
844,999,cifar10,93.53,93.34
348,888,cifar10,86.23,81.89
338,777,cifar10,90.27,89.57
958,888,cifar10,92.58,92.11
891,777,cifar10,91.55,91.31
1140,999,cifar10,86.35,22.54
646,999,cifar10,87.76,63.96
1196,888,cifar10,92.20,92.13
1403,999,cifar10,88.92,87.99
438,999,cifar10,90.77,89.87
766,777,cifar10,90.86,31.41
809,888,cifar10,90.95,89.22
1011,888,cifar10,92.17,47.89
1048,999,cifar10,90.28,86.95
970,999,cifar10,87.14,86.67
1150,888,cifar10,90.01,87.47
656,888,cifar10,90.55,90.66
1037,999,cifar10,90.48,90.34
197,777,cifar10,90.86,88.47
1278,999,cifar10,88.79,87.44
542,888,cifar10,93.62,93.17
779,777,cifar10,89.21,88.58
991,999,cifar10,93.05,92.36
483,777,cifar10,89.75,87.41
315,777,cifar10,86.26,84.48
880,777,cifar10,90.87,84.81
90,777,cifar10,89.95,84.11
1097,888,cifar10,87.27,75.51
1118,777,cifar10,75.84,66.95
800,777,cifar10,91.73,91.15
711,777,cifar10,89.84,89.05
220,777,cifar10,86.65,79.78
923,999,cifar10,92.16,91.22
1392,999,cifar10,90.81,44.14
46,888,cifar10,91.28,89.49
1413,777,cifar10,92.78,92.72
944,888,cifar10,92.42,91.94
1324,777,cifar10,89.92,89.31
1075,999,cifar10,89.49,88.42
69,999,cifar10,93.75,93.51
1346,888,cifar10,93.80,93.72
261,777,cifar10,93.31,93.05
58,777,cifar10,63.35,10.00
1209,888,cifar10,88.82,22.64
622,777,cifar10,92.48,92.11
866,777,cifar10,92.56,92.48
735,999,cifar10,90.72,90.24
911,999,cifar10,90.72,88.69
1429,999,cifar10,92.04,91.94
304,777,cifar10,88.46,87.70
22,999,cifar10,89.83,84.61
1062,999,cifar10,93.52,93.42
207,888,cifar10,91.93,91.38
149,999,cifar10,90.11,89.57
600,999,cifar10,92.06,91.67
424,777,cifar10,88.51,88.37
283,777,cifar10,92.69,92.48
240,888,cifar10,80.23,56.28
677,777,cifar10,75.84,66.95
171,999,cifar10,92.80,92.45
578,999,cifar10,91.30,91.12
33,777,cifar10,92.00,91.91
744,888,cifar10,90.70,88.97
1312,999,cifar10,80.61,26.84
1222,888,cifar10,84.91,65.84
566,777,cifar10,84.38,14.89
934,777,cifar10,74.26,44.68
635,888,cifar10,75.96,63.79
1336,999,cifar10,89.71,89.19
723,999,cifar10,63.40,13.29
506,777,cifar10,92.47,92.50
11,888,cifar10,91.77,91.25
412,888,cifar10,92.34,91.63
1001,777,cifar10,89.88,88.99
402,777,cifar10,91.80,91.17
555,777,cifar10,89.78,86.10
701,777,cifar10,89.23,9.92
1357,777,cifar10,90.89,90.59
1107,888,cifar10,75.63,57.99
1243,888,cifar10,89.33,89.03
272,777,cifar10,91.01,88.65
1160,888,cifar10,93.36,93.20
494,888,cifar10,78.68,70.53
126,888,cifar10,84.58,14.86
187,999,cifar10,88.52,86.94
788,777,cifar10,84.47,81.53
1232,888,cifar10,75.72,63.76
1025,999,cifar10,92.11,91.30
834,999,cifar10,75.86,14.78
459,999,cifar10,92.03,91.87
80,777,cifar10,92.08,91.70
1298,888,cifar10,91.97,22.07
1380,777,cifar10,89.18,88.71
372,888,cifar10,92.83,92.66
328,777,cifar10,92.59,92.43
1268,777,cifar10,90.38,89.25
855,999,cifar10,92.17,91.99
756,888,cifar10,90.09,88.32
667,777,cifar10,90.87,90.34
518,777,cifar10,92.02,91.89
338,888,cifar10,90.40,89.91
251,777,cifar10,86.79,84.45
471,999,cifar10,91.26,90.60
1128,777,cifar10,91.50,88.91
821,999,cifar10,91.09,90.38
1012,999,cifar10,89.11,88.98
115,888,cifar10,90.36,82.45
533,888,cifar10,88.26,17.96
438,777,cifar10,90.72,89.55
103,777,cifar10,92.49,92.32
1186,777,cifar10,90.70,83.96
1369,777,cifar10,87.34,63.24
383,777,cifar10,88.43,80.36
711,888,cifar10,89.63,89.11
230,777,cifar10,89.42,11.81
448,777,cifar10,92.25,91.99
1403,777,cifar10,89.18,88.74
891,888,cifar10,91.92,91.92
1151,999,cifar10,89.59,89.05
160,777,cifar10,86.43,26.90
1176,999,cifar10,92.00,91.87
1288,777,cifar10,91.96,63.53
1140,777,cifar10,86.83,21.45
392,777,cifar10,92.12,55.85
349,777,cifar10,87.94,72.62
58,888,cifar10,63.40,13.29
611,999,cifar10,92.84,25.92
902,999,cifar10,89.85,87.56
646,777,cifar10,87.74,39.55
1312,777,cifar10,80.28,56.26
745,999,cifar10,73.30,39.08
981,999,cifar10,91.66,52.38
1256,999,cifar10,92.28,91.81
2,777,cifar10,85.84,70.19
657,999,cifar10,86.59,86.31
959,999,cifar10,92.95,92.84
689,777,cifar10,92.96,92.74
844,777,cifar10,93.67,93.49
588,999,cifar10,92.24,92.20
1037,777,cifar10,91.15,91.01
723,777,cifar10,63.35,10.00
766,888,cifar10,91.01,34.98
1098,999,cifar10,89.11,88.98
779,888,cifar10,88.99,87.72
197,888,cifar10,91.27,89.78
1278,777,cifar10,88.64,87.03
483,888,cifar10,89.67,85.54
1324,888,cifar10,89.83,90.00
1118,888,cifar10,76.18,65.17
137,999,cifar10,93.14,93.02
970,777,cifar10,86.67,86.41
934,888,cifar10,73.21,39.58
1048,777,cifar10,90.45,88.27
636,999,cifar10,84.32,73.61
735,777,cifar10,90.75,89.92
1392,777,cifar10,90.95,38.81
315,888,cifar10,86.71,84.55
149,777,cifar10,90.21,90.08
1429,777,cifar10,91.78,91.51
90,888,cifar10,90.32,84.29
361,777,cifar10,93.29,93.10
69,777,cifar10,93.72,93.67
283,888,cifar10,92.26,92.33
911,777,cifar10,91.14,88.88
800,888,cifar10,91.77,90.94
810,999,cifar10,93.03,93.07
923,777,cifar10,92.22,91.48
1086,777,cifar10,92.57,92.31
1197,999,cifar10,87.69,86.65
220,888,cifar10,87.23,64.86
1075,777,cifar10,90.06,88.97
1210,999,cifar10,91.69,91.63
543,999,cifar10,93.54,93.30
1001,888,cifar10,89.48,85.64
677,888,cifar10,75.61,63.07
622,888,cifar10,92.41,92.06
991,777,cifar10,92.60,91.08
12,999,cifar10,10.00,10.00
304,888,cifar10,88.53,87.78
293,777,cifar10,93.24,92.82
1223,999,cifar10,92.13,92.12
880,888,cifar10,90.03,86.26
1357,888,cifar10,90.65,90.50
1336,777,cifar10,89.71,88.59
1413,888,cifar10,92.50,92.62
272,888,cifar10,90.96,88.92
209,999,cifar10,91.34,89.29
424,888,cifar10,88.34,88.16
566,888,cifar10,84.93,54.54
47,999,cifar10,91.04,30.92
866,888,cifar10,92.06,91.96
22,777,cifar10,90.06,82.67
1380,888,cifar10,88.79,88.48
1108,999,cifar10,88.70,68.55
1347,999,cifar10,92.63,92.22
555,888,cifar10,90.08,87.30
33,888,cifar10,91.91,91.66
1312,888,cifar10,79.79,62.93
187,777,cifar10,88.94,87.56
745,777,cifar10,73.74,12.84
328,888,cifar10,92.37,92.13
1012,777,cifar10,89.12,88.96
373,777,cifar10,92.59,92.28
506,888,cifar10,92.88,92.86
241,999,cifar10,92.12,91.61
459,777,cifar10,91.91,91.43
1233,999,cifar10,91.25,90.86
402,888,cifar10,91.71,91.33
757,777,cifar10,87.05,68.92
438,888,cifar10,91.10,89.23
701,888,cifar10,88.64,8.25
1128,888,cifar10,91.57,90.11
251,888,cifar10,86.45,83.77
855,777,cifar10,92.18,92.00
788,888,cifar10,85.24,80.52
712,777,cifar10,89.21,88.58
1151,777,cifar10,90.19,89.71
518,888,cifar10,92.32,91.90
834,777,cifar10,75.42,20.24
80,888,cifar10,92.24,92.15
1244,999,cifar10,89.44,21.45
667,888,cifar10,91.19,90.59
1403,888,cifar10,88.31,88.14
127,999,cifar10,88.67,10.00
945,999,cifar10,92.99,92.80
578,777,cifar10,91.57,91.32
723,888,cifar10,61.43,10.00
171,777,cifar10,92.67,92.49
261,888,cifar10,93.09,92.81
600,777,cifar10,91.39,91.21
1268,888,cifar10,90.26,88.29
1299,999,cifar10,91.59,89.82
413,999,cifar10,92.53,92.20
534,999,cifar10,91.82,91.22
1140,888,cifar10,86.67,11.34
1025,777,cifar10,91.91,91.50
160,888,cifar10,86.53,63.59
1288,888,cifar10,91.77,67.93
821,777,cifar10,91.32,90.60
1162,999,cifar10,93.44,74.40
1062,777,cifar10,93.95,93.70
349,888,cifar10,87.20,49.54
657,777,cifar10,87.14,86.77
1119,999,cifar10,79.07,35.40
392,888,cifar10,92.54,57.65
496,999,cifar10,91.50,44.57
1369,888,cifar10,87.30,63.35
646,888,cifar10,87.32,67.37
59,999,cifar10,88.88,83.44
902,777,cifar10,90.12,88.17
284,999,cifar10,89.09,88.21
448,888,cifar10,92.21,91.90
636,777,cifar10,84.72,75.77
935,999,cifar10,79.99,75.64
981,777,cifar10,92.24,71.42
103,888,cifar10,92.58,92.26
1176,777,cifar10,92.19,92.03
230,888,cifar10,89.49,13.03
1098,777,cifar10,89.12,88.96
383,888,cifar10,88.08,86.78
959,777,cifar10,92.62,92.54
867,999,cifar10,10.00,10.00
567,999,cifar10,67.51,24.55
745,888,cifar10,73.42,37.36
1037,888,cifar10,91.13,91.07
735,888,cifar10,90.81,90.31
892,999,cifar10,92.56,91.99
339,999,cifar10,90.58,86.01
1186,888,cifar10,91.02,86.37
149,888,cifar10,90.19,89.78
767,777,cifar10,84.87,81.73
317,999,cifar10,87.78,75.04
844,888,cifar10,93.92,93.63
1429,888,cifar10,91.96,91.74
471,777,cifar10,92.16,91.64
305,999,cifar10,79.44,30.26
689,888,cifar10,92.97,92.72
1278,888,cifar10,88.55,87.15
611,777,cifar10,92.39,53.81
1392,888,cifar10,91.03,51.82
911,888,cifar10,90.95,88.59
556,999,cifar10,86.60,83.00
117,999,cifar10,92.00,90.54
2,888,cifar10,85.56,46.31
780,999,cifar10,83.42,59.02
69,888,cifar10,93.63,93.40
12,777,cifar10,10.00,10.00
679,999,cifar10,91.80,91.82
1358,999,cifar10,75.38,56.94
484,999,cifar10,91.49,90.67
588,777,cifar10,92.42,92.39
1012,888,cifar10,89.19,88.56
198,999,cifar10,91.84,91.15
1256,777,cifar10,92.04,91.66
1048,888,cifar10,90.32,87.50
970,888,cifar10,86.48,85.94
1223,777,cifar10,92.20,91.78
923,888,cifar10,92.16,91.20
221,999,cifar10,91.09,90.03
92,999,cifar10,91.46,90.70
1210,777,cifar10,91.91,91.82
137,777,cifar10,93.15,92.90
1075,888,cifar10,89.82,88.56
1108,777,cifar10,89.05,9.81
1381,999,cifar10,54.11,10.00
1336,888,cifar10,90.06,88.91
187,888,cifar10,89.10,87.27
373,888,cifar10,92.26,91.87
801,999,cifar10,92.50,92.16
1415,999,cifar10,91.90,27.59
712,888,cifar10,88.85,88.46
1141,999,cifar10,88.80,88.67
1151,888,cifar10,89.76,89.52
34,999,cifar10,91.80,91.17
1327,999,cifar10,92.36,91.65
209,777,cifar10,91.42,90.32
425,999,cifar10,93.00,92.98
810,777,cifar10,92.80,92.82
543,777,cifar10,93.91,93.72
991,888,cifar10,92.52,91.52
757,888,cifar10,87.33,66.85
22,888,cifar10,89.91,84.59
403,999,cifar10,91.84,91.46
459,888,cifar10,91.79,90.91
1197,777,cifar10,87.22,83.92
1119,777,cifar10,78.47,13.08
329,999,cifar10,89.73,10.03
724,999,cifar10,90.65,90.50
855,888,cifar10,92.10,92.16
1233,777,cifar10,91.29,90.72
1314,999,cifar10,91.09,90.71
881,999,cifar10,91.49,82.53
867,777,cifar10,10.00,10.00
47,777,cifar10,91.27,34.73
284,777,cifar10,88.74,87.88
507,999,cifar10,91.79,91.65
1347,777,cifar10,92.50,92.12
567,777,cifar10,69.38,28.74
1404,999,cifar10,90.21,89.26
1002,999,cifar10,92.15,91.89
623,999,cifar10,92.58,92.22
519,999,cifar10,89.67,86.64
834,888,cifar10,75.25,23.25
361,888,cifar10,93.23,92.95
1086,888,cifar10,92.84,92.41
161,999,cifar10,91.16,89.41
636,888,cifar10,83.60,66.94
273,999,cifar10,91.94,91.46
449,999,cifar10,84.76,63.95
241,777,cifar10,91.62,90.54
252,999,cifar10,93.20,93.07
935,777,cifar10,80.35,73.21
534,777,cifar10,91.99,90.66
1129,999,cifar10,91.90,90.61
657,888,cifar10,86.31,85.72
1244,777,cifar10,89.44,10.00
1269,999,cifar10,89.84,41.12
293,888,cifar10,93.13,93.05
127,777,cifar10,88.89,10.08
262,999,cifar10,83.20,74.96
393,999,cifar10,91.57,91.62
668,999,cifar10,88.42,38.20
3,999,cifar10,86.64,86.46
1299,777,cifar10,91.33,88.84
1370,999,cifar10,89.14,88.68
790,999,cifar10,92.10,90.82
305,777,cifar10,79.39,38.61
845,999,cifar10,68.65,45.19
702,777,cifar10,93.42,92.18
104,999,cifar10,10.00,10.00
439,999,cifar10,93.37,93.15
821,888,cifar10,91.40,90.29
556,777,cifar10,87.18,85.75
1098,888,cifar10,89.22,88.73
902,888,cifar10,90.06,87.53
59,777,cifar10,88.63,78.23
1025,888,cifar10,91.53,90.70
317,777,cifar10,88.12,81.18
1187,999,cifar10,91.23,91.13
350,777,cifar10,92.38,92.08
578,888,cifar10,91.79,91.15
150,999,cifar10,88.75,79.33
81,999,cifar10,94.44,94.32
736,777,cifar10,90.28,89.40
959,888,cifar10,92.73,92.55
981,888,cifar10,92.31,37.65
171,888,cifar10,92.80,92.51
767,888,cifar10,84.52,81.66
1358,777,cifar10,76.19,63.54
758,777,cifar10,86.87,86.44
691,999,cifar10,89.51,87.61
413,777,cifar10,92.77,92.46
1289,999,cifar10,92.67,92.56
1430,999,cifar10,92.59,92.04
231,999,cifar10,86.39,43.23
1038,999,cifar10,92.33,92.15
1279,999,cifar10,88.36,80.73
600,888,cifar10,92.15,91.94
12,888,cifar10,10.00,10.00
945,777,cifar10,93.07,92.86
1162,777,cifar10,93.34,69.67
679,777,cifar10,91.80,91.82
1141,777,cifar10,88.26,87.87
1176,888,cifar10,92.22,92.24
971,999,cifar10,88.71,79.83
867,888,cifar10,10.00,10.00
496,777,cifar10,91.22,53.63
1076,999,cifar10,86.94,79.85
567,888,cifar10,68.72,16.49
746,777,cifar10,89.37,13.20
384,777,cifar10,92.11,54.27
1393,999,cifar10,90.15,85.57
1108,888,cifar10,88.96,19.13
892,777,cifar10,92.90,92.21
1223,888,cifar10,92.14,91.91
70,999,cifar10,91.72,91.61
1381,777,cifar10,52.60,10.07
284,888,cifar10,88.56,88.23
1119,888,cifar10,78.70,13.73
780,777,cifar10,83.59,65.91
188,999,cifar10,88.40,87.53
221,777,cifar10,90.90,89.44
1210,888,cifar10,91.79,91.69
1337,999,cifar10,91.72,91.51
1062,888,cifar10,93.43,93.25
1049,999,cifar10,92.78,92.73
484,777,cifar10,91.83,90.68
1152,999,cifar10,88.82,88.67
92,777,cifar10,91.27,90.19
611,888,cifar10,92.92,55.60
339,777,cifar10,90.56,84.89
648,999,cifar10,93.18,93.09
198,777,cifar10,92.25,91.49
724,777,cifar10,90.89,90.59
3,777,cifar10,86.82,85.96
34,777,cifar10,91.12,90.62
912,999,cifar10,93.30,93.01
588,888,cifar10,92.49,92.17
1415,777,cifar10,92.27,32.50
924,999,cifar10,91.34,90.57
449,777,cifar10,85.25,59.99
471,888,cifar10,91.78,91.70
403,777,cifar10,92.34,92.40
713,777,cifar10,88.45,87.04
935,888,cifar10,80.75,75.73
1404,777,cifar10,89.97,88.97
137,888,cifar10,93.24,93.26
117,777,cifar10,92.28,91.52
209,888,cifar10,90.80,88.87
1233,888,cifar10,90.82,90.63
161,777,cifar10,90.57,88.84
1013,999,cifar10,92.96,92.90
425,777,cifar10,93.20,93.11
758,888,cifar10,86.52,86.28
1256,888,cifar10,92.59,92.03
172,999,cifar10,10.00,10.00
801,777,cifar10,92.56,92.24
637,999,cifar10,89.85,88.44
556,888,cifar10,86.56,83.34
519,777,cifar10,90.29,88.74
305,888,cifar10,79.87,33.13
461,999,cifar10,91.42,91.21
329,777,cifar10,89.52,15.57
507,777,cifar10,91.76,91.73
1314,777,cifar10,91.31,90.98
543,888,cifar10,93.70,93.46
845,777,cifar10,69.10,38.74
534,888,cifar10,91.88,90.53
835,999,cifar10,88.64,9.61
810,888,cifar10,93.20,93.29
658,999,cifar10,92.88,92.81
47,888,cifar10,90.91,38.16
1347,888,cifar10,92.51,92.17
393,777,cifar10,91.53,91.53
1269,777,cifar10,90.32,55.08
104,777,cifar10,10.00,10.00
294,999,cifar10,92.10,91.87
992,999,cifar10,92.09,20.26
23,999,cifar10,90.06,82.33
881,777,cifar10,92.38,78.68
374,777,cifar10,93.38,93.14
1141,888,cifar10,88.51,88.21
1370,777,cifar10,89.49,87.81
1197,888,cifar10,87.21,84.75
317,888,cifar10,87.78,80.29
1327,777,cifar10,92.49,91.86
252,777,cifar10,93.11,93.03
262,777,cifar10,83.07,78.12
1244,888,cifar10,89.63,10.00
1026,999,cifar10,82.85,77.55
1187,777,cifar10,90.94,90.16
1358,888,cifar10,75.41,60.06
1129,777,cifar10,91.80,90.37
241,888,cifar10,92.30,91.51
127,888,cifar10,88.61,10.00
601,999,cifar10,73.79,15.21
857,999,cifar10,93.92,93.59
1087,999,cifar10,75.61,67.92
1002,777,cifar10,91.91,91.38
1299,888,cifar10,91.06,89.05
59,888,cifar10,89.09,81.82
623,777,cifar10,92.79,92.38
668,777,cifar10,89.09,42.51
971,777,cifar10,87.85,63.79
822,999,cifar10,91.23,90.93
273,777,cifar10,92.24,91.94
150,777,cifar10,88.26,79.25
691,777,cifar10,89.51,87.61
736,888,cifar10,90.10,88.73
679,888,cifar10,91.74,91.63
1224,999,cifar10,91.96,91.85
1430,777,cifar10,92.46,91.63
1279,777,cifar10,88.29,79.01
362,777,cifar10,91.69,87.26
1076,777,cifar10,87.18,79.29
3,888,cifar10,86.35,85.88
579,999,cifar10,89.27,64.77
903,999,cifar10,92.73,92.36
790,777,cifar10,92.61,91.01
350,888,cifar10,92.98,92.85
1038,777,cifar10,92.30,92.39
1211,999,cifar10,87.49,82.41
231,777,cifar10,87.57,32.01
1381,888,cifar10,53.09,10.00
960,999,cifar10,92.83,92.87
172,777,cifar10,10.00,10.00
702,888,cifar10,92.88,92.91
1234,999,cifar10,10.00,10.00
439,777,cifar10,93.69,93.44
188,777,cifar10,88.66,87.57
1063,999,cifar10,10.00,10.00
13,999,cifar10,92.00,69.33
285,999,cifar10,92.84,92.63
768,999,cifar10,91.85,91.91
1177,999,cifar10,93.53,93.58
1099,999,cifar10,92.12,92.17
1337,777,cifar10,91.84,91.68
449,888,cifar10,85.72,52.81
1109,999,cifar10,88.75,87.72
1152,777,cifar10,89.11,88.92
70,777,cifar10,92.37,92.06
1393,777,cifar10,89.66,81.91
724,888,cifar10,90.59,90.48
221,888,cifar10,91.02,89.55
1289,777,cifar10,92.27,92.37
568,999,cifar10,90.90,89.19
413,888,cifar10,92.25,91.89
982,999,cifar10,92.54,92.21
746,888,cifar10,89.10,21.43
780,888,cifar10,83.18,58.00
589,999,cifar10,89.85,74.33
1162,888,cifar10,93.42,50.89
81,777,cifar10,94.08,94.01
1049,777,cifar10,92.59,92.66
92,888,cifar10,90.98,88.32
384,888,cifar10,91.65,63.50
34,888,cifar10,91.94,91.47
869,999,cifar10,94.14,94.08
48,999,cifar10,86.00,83.14
403,888,cifar10,92.01,91.87
472,999,cifar10,92.24,91.70
892,888,cifar10,92.14,91.31
161,888,cifar10,91.05,89.34
1257,999,cifar10,88.77,84.05
496,888,cifar10,91.39,45.78
484,888,cifar10,91.93,91.32
1404,888,cifar10,89.75,87.75
845,888,cifar10,68.62,37.74
210,999,cifar10,75.18,58.42
1415,888,cifar10,91.68,21.49
637,777,cifar10,89.99,89.07
945,888,cifar10,93.08,92.82
612,999,cifar10,76.06,17.83
557,999,cifar10,87.53,69.15
713,888,cifar10,88.41,87.55
198,888,cifar10,92.15,90.01
306,999,cifar10,73.90,43.97
759,777,cifar10,76.09,19.64
936,999,cifar10,68.52,16.76
519,888,cifar10,90.03,87.52
425,888,cifar10,93.36,93.34
924,777,cifar10,91.49,90.81
104,888,cifar10,10.00,10.00
393,888,cifar10,91.93,91.89
507,888,cifar10,92.29,92.10
1348,999,cifar10,83.16,64.33
172,888,cifar10,10.00,10.00
535,999,cifar10,92.16,92.01
1120,999,cifar10,93.38,93.29
601,777,cifar10,73.72,15.55
339,888,cifar10,90.95,84.45
658,777,cifar10,93.25,93.07
1359,999,cifar10,89.30,88.41
461,777,cifar10,91.14,90.91
4,999,cifar10,88.12,86.98
329,888,cifar10,88.84,15.91
835,777,cifar10,89.10,10.00
912,777,cifar10,93.11,92.91
1198,999,cifar10,91.27,90.22
1026,777,cifar10,82.66,77.31
1234,777,cifar10,10.00,10.00
1187,888,cifar10,91.26,90.81
544,999,cifar10,88.77,71.00
1314,888,cifar10,91.51,91.11
801,888,cifar10,92.82,92.55
1269,888,cifar10,90.31,21.29
60,999,cifar10,89.17,88.56
1370,888,cifar10,89.59,81.53
1224,777,cifar10,92.00,91.83
294,777,cifar10,92.30,92.39
971,888,cifar10,88.05,82.16
1013,777,cifar10,92.91,92.68
128,999,cifar10,92.25,92.08
737,777,cifar10,89.22,88.71
262,888,cifar10,83.55,52.56
648,777,cifar10,93.74,93.48
117,888,cifar10,92.69,91.96
1076,888,cifar10,86.42,73.77
691,888,cifar10,89.47,86.96
1211,777,cifar10,87.13,83.60
811,999,cifar10,91.85,41.52
252,888,cifar10,92.83,92.76
150,888,cifar10,88.66,83.20
1279,888,cifar10,88.29,75.60
318,999,cifar10,92.98,92.97
1430,888,cifar10,92.27,91.44
1129,888,cifar10,91.93,90.96
881,888,cifar10,91.90,85.80
1063,777,cifar10,10.00,10.00
822,777,cifar10,91.26,90.17
1245,999,cifar10,92.26,92.13
1142,999,cifar10,91.09,90.90
188,888,cifar10,88.08,87.58
23,777,cifar10,90.21,82.00
992,777,cifar10,91.85,40.43
1087,777,cifar10,76.19,64.96
138,999,cifar10,93.61,93.39
668,888,cifar10,88.02,31.86
242,999,cifar10,92.78,92.54
48,777,cifar10,86.87,85.05
285,777,cifar10,93.11,93.04
680,999,cifar10,92.53,92.29
1327,888,cifar10,92.50,91.55
579,777,cifar10,89.17,88.40
1038,888,cifar10,92.18,91.94
857,777,cifar10,93.99,93.92
374,888,cifar10,93.53,93.58
1002,888,cifar10,92.35,91.81
1300,999,cifar10,92.38,91.74
231,888,cifar10,86.65,54.35
1337,888,cifar10,92.03,92.10
1152,888,cifar10,89.00,88.68
451,999,cifar10,91.32,89.83
903,777,cifar10,92.65,92.46
105,999,cifar10,10.00,10.00
623,888,cifar10,92.43,91.99
960,777,cifar10,93.08,93.01
273,888,cifar10,91.89,91.53
199,999,cifar10,80.30,65.00
1382,999,cifar10,92.49,92.14
13,777,cifar10,91.86,66.19
485,999,cifar10,90.30,88.97
351,777,cifar10,92.47,92.07
781,999,cifar10,92.10,91.90
589,777,cifar10,90.36,56.54
893,999,cifar10,54.25,10.00
414,999,cifar10,87.17,86.24
1177,777,cifar10,93.72,93.35
790,888,cifar10,92.18,91.50
70,888,cifar10,91.88,91.72
1257,777,cifar10,88.80,83.62
222,999,cifar10,89.05,10.22
1234,888,cifar10,10.00,10.00
1109,777,cifar10,88.46,87.70
1393,888,cifar10,90.21,85.00
703,777,cifar10,92.69,91.75
35,999,cifar10,91.03,90.81
362,888,cifar10,91.90,91.19
4,777,cifar10,88.07,86.90
472,777,cifar10,91.73,91.31
846,999,cifar10,91.99,91.94
439,888,cifar10,93.52,93.33
637,888,cifar10,89.93,88.63
768,777,cifar10,92.12,92.11
714,777,cifar10,93.05,92.79
93,999,cifar10,91.30,89.75
946,999,cifar10,88.02,85.74
210,777,cifar10,75.94,63.77
1049,888,cifar10,92.25,92.16
557,777,cifar10,87.02,54.04
568,777,cifar10,90.85,88.52
306,777,cifar10,73.53,26.01
601,888,cifar10,73.29,10.03
1188,999,cifar10,88.97,89.00
404,999,cifar10,91.94,25.25
725,777,cifar10,92.96,92.40
759,888,cifar10,75.35,11.21
497,999,cifar10,93.07,92.86
1405,999,cifar10,88.89,21.32
1224,888,cifar10,92.38,92.15
1289,888,cifar10,92.62,92.67
1099,777,cifar10,92.24,92.00
1163,999,cifar10,86.56,83.67
1359,777,cifar10,89.52,89.24
118,999,cifar10,79.46,34.48
427,999,cifar10,89.10,88.60
1348,777,cifar10,84.25,65.77
60,777,cifar10,89.05,88.27
385,777,cifar10,92.96,92.71
340,999,cifar10,89.78,89.03
151,999,cifar10,78.14,18.92
1026,888,cifar10,82.41,74.08
535,777,cifar10,92.17,92.06
869,777,cifar10,94.17,94.00
612,777,cifar10,75.54,20.93
936,777,cifar10,68.08,11.04
982,777,cifar10,92.96,92.58
1198,777,cifar10,91.07,89.77
658,888,cifar10,92.85,92.70
1417,999,cifar10,92.38,92.13
330,999,cifar10,83.13,53.14
175,999,cifar10,86.76,42.24
520,999,cifar10,91.55,91.67
747,777,cifar10,93.03,93.01
1211,888,cifar10,87.26,83.83
162,999,cifar10,91.94,90.38
81,888,cifar10,94.37,94.22
802,999,cifar10,88.54,85.60
835,888,cifar10,88.78,10.00
737,888,cifar10,89.36,88.20
105,777,cifar10,10.00,10.00
509,999,cifar10,92.01,91.79
1280,999,cifar10,86.75,80.30
294,888,cifar10,91.89,91.91
924,888,cifar10,91.52,90.95
461,888,cifar10,91.30,91.01
48,888,cifar10,86.78,84.51
544,777,cifar10,88.99,60.10
1270,999,cifar10,89.02,84.22
1077,999,cifar10,92.51,49.89
692,999,cifar10,93.12,92.82
1063,888,cifar10,10.00,10.00
128,777,cifar10,92.33,92.35
394,999,cifar10,91.09,90.90
